id,sku,name,description,category_id,uom_id,image_url,list_price,cost_price,reorder_level,reorder_quantity,supplier_lead_time_days,status,barcode,created_at,updated_at,is_deleted
446,SKU-00446,Elite Switch 981T,High-quality Switch for SmartHome applications.,6,4,,2582.16,2046.66,44,51,7,active,600620321024,2026-03-26 19:50:12,2025-03-10 17:08:30,false
447,SKU-00447,Eco Hub 711Q,High-quality Hub for SmartHome applications.,7,2,,3616.92,1782.51,25,91,30,active,187983580291,2025-08-31 21:09:07,2024-11-28 21:03:59,false
448,SKU-00448,Pro Plug 592W,High-quality Plug for SmartHome applications.,8,2,,1658.16,1301.22,24,196,8,active,878456663074,2024-08-19 12:54:22,2024-10-16 23:35:32,false
449,SKU-00449,Premium Strip 696X,High-quality Strip for SmartHome applications.,9,5,,594.85,447.87,13,161,20,active,274433916323,2024-10-28 11:12:31,2024-02-14 16:24:50,false
450,SKU-00450,Plus Strip 575O,High-quality Strip for SmartHome applications.,10,3,,3783.07,439.76,30,108,21,active,491784416260,2025-05-04 22:25:38,2025-10-07 09:49:08,false
451,SKU-00451,Premium Speaker 755N,High-quality Speaker for SmartHome applications.,11,5,,4933.03,1094.28,5,197,22,active,629942760134,2025-11-24 18:48:27,2026-01-04 19:38:23,false
452,SKU-00452,Mini Bulb 100O,High-quality Bulb for SmartHome applications.,12,4,,1479.75,464.03,19,195,13,active,929736409748,2025-06-24 05:30:43,2025-11-04 23:37:16,false
453,SKU-00453,Eco Speaker 282E,High-quality Speaker for SmartHome applications.,13,2,,4020.73,2735.93,33,80,26,active,339211053593,2024-05-11 01:16:02,2025-10-13 17:11:56,false
454,SKU-00454,Elite Doorbell 131F,High-quality Doorbell for SmartHome applications.,14,6,,2370.34,2110.54,42,142,18,active,892551099365,2025-12-16 17:40:53,2025-11-23 00:38:17,false
455,SKU-00455,Elite TV 260W,High-quality TV for SmartHome applications.,15,1,,736.39,457.27,47,66,17,active,589210864951,2024-09-17 18:04:20,2025-01-08 16:43:33,false
456,SKU-00456,Plus Hub 643P,High-quality Hub for SmartHome applications.,16,1,,2583.71,1663.19,33,135,23,discontinued,305735029016,2024-07-23 11:34:23,2025-01-23 21:29:35,false
457,SKU-00457,Eco Sensor 619P,High-quality Sensor for SmartHome applications.,17,4,,4200.09,589.34,36,183,7,discontinued,660602424291,2025-08-08 07:50:38,2024-03-20 14:59:40,false
458,SKU-00458,Mini Router 963I,High-quality Router for SmartHome applications.,18,2,,3522.75,2875.48,19,189,25,discontinued,268402729920,2024-05-11 09:40:13,2025-06-06 18:57:17,false
459,SKU-00459,Elite Hub 886D,High-quality Hub for SmartHome applications.,19,2,,4648.19,1023.54,25,169,9,discontinued,397468299620,2024-12-21 11:34:06,2025-09-13 00:12:08,false
460,SKU-00460,Advanced Router 562H,High-quality Router for SmartHome applications.,20,4,,3427.37,1534.93,30,198,13,active,372210488442,2025-02-22 15:25:07,2025-12-02 14:59:41,false
461,SKU-00461,Plus Speaker 415U,High-quality Speaker for SmartHome applications.,1,4,,1616.44,1336.77,34,50,11,discontinued,907032608707,2024-09-26 01:15:15,2024-06-11 09:24:13,false
462,SKU-00462,Premium Router 997D,High-quality Router for SmartHome applications.,2,5,,1379.68,373.26,45,189,26,discontinued,239275220722,2025-09-21 10:39:41,2025-12-17 02:12:59,false
463,SKU-00463,Pro Plug 616A,High-quality Plug for SmartHome applications.,3,5,,2020.91,468.46,40,34,7,active,591459866360,2024-06-11 09:09:32,2025-02-12 12:43:43,false
464,SKU-00464,Basic Camera 322E,High-quality Camera for SmartHome applications.,4,3,,4902.38,1360.99,9,114,21,discontinued,204606946125,2024-02-20 02:43:38,2025-02-23 23:18:25,false
465,SKU-00465,Premium Thermostat 800S,High-quality Thermostat for SmartHome applications.,5,2,,2708.13,610.73,33,100,19,discontinued,194999263505,2025-11-30 07:29:23,2024-03-21 15:54:02,false
466,SKU-00466,Mini Hub 825V,High-quality Hub for SmartHome applications.,6,2,,4069.16,2640.45,15,146,30,active,849991895529,2025-08-25 11:29:01,2025-09-03 01:27:06,false
467,SKU-00467,Mini Switch 844R,High-quality Switch for SmartHome applications.,7,6,,4255.57,1727.98,13,198,23,active,228590424744,2024-06-20 21:17:09,2024-01-25 18:29:19,false
468,SKU-00468,Pro Meter 141K,High-quality Meter for SmartHome applications.,8,2,,3457.89,1086.35,7,200,11,active,841754121122,2024-02-15 12:25:54,2024-01-22 05:16:49,false
469,SKU-00469,Eco Meter 271K,High-quality Meter for SmartHome applications.,9,2,,3998.13,1097.77,30,73,29,active,239614914049,2025-05-01 21:45:38,2024-10-22 07:32:48,false
470,SKU-00470,Smart Meter 505C,High-quality Meter for SmartHome applications.,10,3,,1011.79,739.81,28,92,27,active,762546275679,2025-06-03 19:31:15,2024-11-03 08:24:08,false
471,SKU-00471,Pro Speaker 895Z,High-quality Speaker for SmartHome applications.,11,2,,4093.72,340.35,44,79,10,active,609211881504,2024-02-01 09:38:50,2025-02-13 22:05:38,false
472,SKU-00472,Mini Lock 624R,High-quality Lock for SmartHome applications.,12,4,,2424.24,553.19,25,175,28,discontinued,640999595787,2026-03-16 19:22:32,2026-01-15 13:54:30,false
473,SKU-00473,Pro Speaker 945A,High-quality Speaker for SmartHome applications.,13,2,,2289.53,364.33,20,114,7,active,943323410913,2026-04-20 06:11:59,2024-10-04 17:20:17,false
474,SKU-00474,Pro Lock 630L,High-quality Lock for SmartHome applications.,14,6,,3300.24,329.07,31,98,27,active,893685501455,2024-06-28 14:48:50,2024-12-10 00:34:50,false
475,SKU-00475,Ultra Camera 836F,High-quality Camera for SmartHome applications.,15,1,,1713.01,587.02,40,126,28,active,486031748222,2024-07-11 03:05:32,2026-02-18 07:43:20,false
476,SKU-00476,Eco Meter 686G,High-quality Meter for SmartHome applications.,16,5,,662.05,433.31,11,82,11,active,342010872626,2024-04-07 19:28:31,2026-04-28 09:59:30,false
477,SKU-00477,Advanced Lock 303K,High-quality Lock for SmartHome applications.,17,3,,3468.54,2550.31,42,23,15,active,628073928919,2024-11-24 19:36:22,2025-11-18 06:22:13,false
478,SKU-00478,Pro Thermostat 816Y,High-quality Thermostat for SmartHome applications.,18,1,,711.34,466.34,40,91,12,discontinued,767537276497,2025-08-30 19:38:18,2024-01-31 16:40:45,false
479,SKU-00479,Ultra Bulb 921T,High-quality Bulb for SmartHome applications.,19,2,,4437.07,2103.01,10,93,28,active,472228835414,2025-12-08 14:58:44,2024-07-24 05:11:30,false
480,SKU-00480,Mini Doorbell 538Q,High-quality Doorbell for SmartHome applications.,20,1,,3771.08,2379.17,47,65,14,active,863999203133,2024-10-17 08:39:30,2025-01-07 11:37:45,false
481,SKU-00481,Smart Switch 203Q,High-quality Switch for SmartHome applications.,1,4,,1524.55,379.65,31,146,22,active,484567249483,2026-02-17 02:30:17,2025-07-03 16:41:49,false
482,SKU-00482,Eco Lock 466Y,High-quality Lock for SmartHome applications.,2,4,,1362.47,771.76,49,90,9,discontinued,287298203106,2024-06-01 12:11:48,2025-05-28 10:49:16,false
483,SKU-00483,Mini Speaker 702I,High-quality Speaker for SmartHome applications.,3,3,,1259.81,754.67,17,143,10,discontinued,479900859336,2024-04-23 11:32:12,2024-07-08 15:28:59,false
484,SKU-00484,Smart Hub 235U,High-quality Hub for SmartHome applications.,4,2,,3229.49,2218.6,48,52,29,active,110706771919,2024-03-13 07:59:54,2026-03-14 06:25:17,false
485,SKU-00485,Eco Speaker 679L,High-quality Speaker for SmartHome applications.,5,1,,864.6,432.44,50,85,13,discontinued,442694997191,2024-02-13 06:30:02,2024-07-15 18:17:26,false
486,SKU-00486,Advanced Thermostat 150K,High-quality Thermostat for SmartHome applications.,6,1,,4745.23,2334.33,10,184,30,active,870858878558,2025-05-18 00:53:39,2025-07-31 17:41:17,false
487,SKU-00487,Pro Doorbell 355W,High-quality Doorbell for SmartHome applications.,7,3,,4211.31,1566.39,18,36,11,discontinued,643990433111,2025-01-30 03:13:07,2025-04-30 19:55:21,false
488,SKU-00488,Advanced Lock 120O,High-quality Lock for SmartHome applications.,8,2,,4221.45,1050.91,26,150,29,active,244880215954,2025-06-16 10:08:23,2024-03-18 01:16:22,false
489,SKU-00489,Smart Speaker 536M,High-quality Speaker for SmartHome applications.,9,6,,1921.43,1425.92,43,170,9,discontinued,722113960701,2025-03-15 04:26:20,2024-05-18 12:03:22,false
490,SKU-00490,Smart TV 905D,High-quality TV for SmartHome applications.,10,6,,1473.36,515.18,49,170,28,active,789556565626,2025-10-02 10:52:15,2024-02-25 11:31:48,false
491,SKU-00491,Ultra TV 175T,High-quality TV for SmartHome applications.,11,4,,522.21,412.84,40,198,10,active,387837336883,2024-05-26 14:44:42,2025-12-23 18:53:21,false
492,SKU-00492,Pro Camera 223Z,High-quality Camera for SmartHome applications.,12,4,,3942.82,1625.77,44,20,19,active,967738762610,2024-12-20 11:28:27,2025-02-08 01:04:44,false
493,SKU-00493,Advanced Router 349H,High-quality Router for SmartHome applications.,13,5,,2318.2,1724.89,22,106,14,discontinued,357057213084,2025-08-09 02:43:11,2025-11-09 05:35:38,false
494,SKU-00494,Ultra Sensor 776J,High-quality Sensor for SmartHome applications.,14,5,,3642.34,2782.6,30,44,10,active,234931113135,2024-07-16 23:30:29,2025-10-13 04:04:40,false
495,SKU-00495,Mini Speaker 971B,High-quality Speaker for SmartHome applications.,15,4,,4019.19,914.55,6,123,13,active,604663395589,2025-04-24 09:51:35,2024-10-06 14:38:50,false
496,SKU-00496,Advanced Doorbell 688N,High-quality Doorbell for SmartHome applications.,16,5,,2109.93,899.54,34,37,16,active,227193172744,2024-12-11 06:37:37,2024-07-02 22:52:16,false
497,SKU-00497,Premium Switch 611P,High-quality Switch for SmartHome applications.,17,5,,4805.67,1364.71,30,40,8,active,445023479274,2025-11-24 07:27:41,2026-01-26 13:36:54,false
498,SKU-00498,Premium Sensor 196B,High-quality Sensor for SmartHome applications.,18,3,,2286.52,1631.53,37,43,7,active,620606434098,2025-01-24 05:53:42,2025-01-23 20:51:38,false
499,SKU-00499,Plus Camera 415U,High-quality Camera for SmartHome applications.,19,5,,3177.35,2378.57,11,36,26,discontinued,277975943186,2024-09-16 10:01:53,2025-11-08 04:55:15,false
500,SKU-00500,Pro Switch 706K,High-quality Switch for SmartHome applications.,20,4,,643.45,552.12,15,87,24,active,970917771008,2025-09-06 19:31:48,2025-12-09 15:08:05,false
